	hours	mean	ci_high	ci_low	group
84	0.8333333333333334	3.0129961896790496	-0.17659817242695475	-12.734223788534795	KO
85	1.0	3.288933608775517	-0.8822902729266588	-14.462634187093625	KO
86	1.1666666666666667	3.2689030995479245	-2.2885938431826873	-16.00344992805169	KO
87	1.3333333333333333	3.4421887940755327	-2.7008990413945213	-17.88663854868761	KO
88	1.5	3.7730150848387325	-4.258175715328575	-18.940509272705004	KO
89	1.6666666666666667	4.007804928559665	-5.84705224224394	-21.329630720832018	KO
90	1.8333333333333333	3.8159084105805534	-6.68147188578849	-23.704023191952384	KO
91	2.0	3.8442391318265874	-8.277394941700733	-25.500138204894107	KO
92	2.1666666666666665	4.267966304662953	-9.14617326902074	-27.737600692293775	KO
93	2.3333333333333335	4.207675255587212	-10.175566700141058	-29.630860203582294	KO
94	2.5	4.237396038795483	-12.450529237602302	-31.638756425679745	KO
95	2.6666666666666665	4.012276220351286	-12.409118547224217	-33.95073124558186	KO
96	2.8333333333333335	3.9540401902299096	-14.391779128623643	-35.20394314737347	KO
97	3.0	3.4769759327504564	-15.680372279047685	-37.62088433909824	KO
98	3.1666666666666665	4.356998808047121	-17.869533325714958	-40.35574865991137	KO
99	3.3333333333333335	4.390760962912987	-19.266787803503195	-42.267875532856884	KO
100	3.5	4.555872380566387	-20.599541079505823	-44.19594586031128	KO
101	3.6666666666666665	4.524388225709453	-23.33605528989943	-45.34196047243954	KO
102	3.8333333333333335	4.154828398362863	-26.604666293455715	-48.868865041780495	KO
103	4.0	4.127275721113824	-29.003106064008985	-50.19804726736619	KO
104	4.166666666666667	3.8908377324042913	-30.266064905346774	-52.915941233835305	KO
105	4.333333333333333	3.9811797547528625	-34.53172771269061	-53.65631879983381	KO
106	4.5	3.7616778741386763	-36.43076296338616	-56.07982213948463	KO
107	4.666666666666667	3.1461594521979617	-37.252192279149185	-56.92754441491154	KO
108	4.833333333333333	2.7121757404470825	-37.89517236417589	-58.107931992043085	KO
109	5.0	2.5788845345614417	-39.30418434479405	-58.93316459068302	KO
110	5.166666666666667	1.9113350052039815	-40.85530897844598	-60.510354909265814	KO
111	5.333333333333333	1.5371500294588083	-41.542479307308	-60.885785237983455	KO
112	5.5	1.1897731167897427	-43.059853364634826	-61.85825812962814	KO
113	5.666666666666667	0.8523426262338134	-43.62824786796321	-62.722410559824056	KO
114	5.833333333333333	0.4511019455356377	-44.12479948370781	-63.31290558253132	KO
115	6.0	-0.5058678147801369	-45.66177741650552	-64.02934675456189	KO
116	6.166666666666667	-0.6713450882445741	-45.870921145385786	-64.57600270674841	KO
117	6.333333333333333	-0.9237525678866527	-46.212070885603765	-65.78663264601114	KO
118	6.5	-0.8621222667092763	-48.55612065865723	-65.81985079291141	KO
119	6.666666666666667	-0.8505674603482047	-47.41221891324705	-66.57989649157904	KO
120	6.833333333333333	-0.8752115659959493	-48.42652760709293	-67.36122652311889	KO
121	7.0	-0.9510420620971703	-48.854513742130045	-66.96347382004818	KO
122	7.166666666666667	-1.3846356859137576	-49.42889385426636	-66.97529018936049	KO
123	7.333333333333333	-1.6593118498266677	-49.336646252861684	-67.26521970434501	KO
124	7.5	-2.39536386998739	-50.19671225778174	-67.27139341014957	KO
125	7.666666666666667	-2.4463826063321554	-49.17705472948961	-67.78261025146602	KO
126	7.833333333333333	-2.3255459351945147	-49.85060596953289	-67.57827395402114	KO
127	8.0	-2.681625291697295	-50.53931994587681	-68.14926344483062	KO
128	8.166666666666666	-2.559618684814854	-50.80495374363914	-68.72417512519752	KO
129	8.333333333333334	-3.1578540979077796	-52.101409128606214	-68.68077583840682	KO
130	8.5	-2.8746479157692097	-51.22660357503567	-68.7159980663097	KO
131	8.666666666666666	-2.3168330612906582	-51.47460863007534	-68.09037581478296	KO
132	8.833333333333334	-2.8681777046956713	-51.20612275743937	-69.11760173843007	KO
133	9.0	-3.2717387877628603	-51.9499871825929	-69.20399901230903	KO
134	9.166666666666666	-3.0766964968295487	-51.746491483713825	-68.99101882517245	KO
135	9.333333333333334	-3.433658779947134	-52.17754215865614	-69.36542266304792	KO
136	9.5	-3.58947282513052	-52.49065743167648	-68.56146561054581	KO
137	9.666666666666666	-3.647347658968614	-52.255356580979225	-69.51223154121128	KO
138	9.833333333333334	-3.650950296876949	-51.995735097559354	-69.05523599852259	KO
139	10.0	-3.509099372379117	-51.9386287717785	-69.41773066091717	KO
140	10.166666666666666	-3.786191594982254	-52.418906399077855	-69.09210682456755	KO
141	10.333333333333334	-3.368910997876121	-52.73055412898822	-70.22358526011199	KO
142	10.5	-3.4525267640867963	-51.25229505262953	-69.26289588736937	KO
143	10.666666666666666	-3.8015422611916887	-51.04894770636165	-69.06002381827335	KO
144	10.833333333333334	-3.9658244062928123	-52.198352556381465	-69.85512889257919	KO
145	11.0	-4.1700946279520155	-52.03988018716221	-70.1833753867138	KO
146	11.166666666666666	-3.7071568995402417	-49.861985158319314	-70.24073344698279	KO
147	11.333333333333334	-3.9966415458617717	-50.24664817474409	-70.38375215373068	KO
148	11.5	-4.321550406658954	-51.181415574662836	-71.13948258806236	KO
149	11.666666666666666	-4.814353510947087	-50.629310735697075	-73.15749391203916	KO
150	11.833333333333334	-4.694066768219448	-53.683555829223856	-73.54252154767528	KO
151	-0.8333333333333334	-1.4672528020248232	3.3147659351626633	-4.654427089654414	KO
152	-0.6666666666666666	-0.8500470183089756	1.7734594706341456	-8.15667512613226	KO
153	-0.5	-0.7299897481649232	1.9495323713163781	-4.822690960493371	KO
