,z,x_col,y_row,track_window,cyd1_mean_intensity,Sample_Number,Label,norm_mean_inten,offset_z
1896,175,331,89,"(283L, 52L, 96L, 75L)",721.418758256,14,1,0.0719447229098,158
1897,176,336,92,"(284L, 53L, 104L, 78L)",724.361307902,14,1,0.0730519206366,159
1898,177,334,89,"(283L, 54L, 103L, 71L)",742.123958939,14,1,0.0797355009388,160
1899,178,338,93,"(288L, 60L, 101L, 67L)",759.874017377,14,1,0.0864143430044,161
1900,179,336,99,"(286L, 61L, 100L, 76L)",726.947897952,14,1,0.0740251808933,162
1901,180,340,99,"(289L, 61L, 103L, 76L)",721.897606838,14,1,0.0721249000095,163
1902,181,336,100,"(286L, 63L, 101L, 75L)",729.689710611,14,1,0.0750568470023,164
1903,182,336,95,"(286L, 57L, 101L, 76L)",721.992845926,14,1,0.0721607357691,165
1904,183,338,95,"(288L, 57L, 100L, 77L)",726.555922769,14,1,0.0738776917823,166
1905,184,337,96,"(286L, 58L, 102L, 76L)",730.742429577,14,1,0.0754529552034,167
1906,185,339,93,"(287L, 56L, 104L, 75L)",741.027133167,14,1,0.0793227966016,168
1907,186,339,92,"(288L, 55L, 102L, 74L)",746.094024762,14,1,0.0812293237743,169
1908,187,341,93,"(288L, 56L, 106L, 74L)",762.808956302,14,1,0.0875186770336,170
1909,188,338,89,"(286L, 54L, 105L, 70L)",773.899719364,14,1,0.0916918156818,171
1910,189,342,88,"(289L, 53L, 107L, 70L)",777.319091609,14,1,0.0929784281889,172
1911,190,341,89,"(287L, 52L, 108L, 74L)",759.479078762,14,1,0.0862657388383,173
1912,191,340,87,"(288L, 51L, 104L, 72L)",769.372321604,14,1,0.0899882846928,174
1913,192,338,85,"(286L, 51L, 104L, 68L)",750.166500697,14,1,0.0827616806214,175
1914,193,337,86,"(284L, 51L, 107L, 70L)",751.259700346,14,1,0.0831730205516,176
1915,194,337,86,"(283L, 50L, 109L, 73L)",743.545939974,14,1,0.0802705519523,177
1916,195,339,91,"(285L, 54L, 108L, 75L)",758.600250627,14,1,0.0859350608103,178
1917,196,341,93,"(287L, 55L, 108L, 76L)",757.98258397,14,1,0.0857026504179,179
1918,197,342,93,"(289L, 57L, 107L, 72L)",776.214866654,14,1,0.0925629397496,180
1919,198,341,92,"(288L, 56L, 107L, 72L)",770.290713324,14,1,0.0903338493723,181
1920,199,337,88,"(284L, 54L, 107L, 68L)",767.533935743,14,1,0.0892965523887,182
1921,200,340,89,"(285L, 56L, 111L, 67L)",747.029949436,14,1,0.0815814856054,183
1922,201,341,90,"(287L, 55L, 108L, 70L)",734.74343857,14,1,0.076958421073,184
1923,202,341,93,"(285L, 57L, 112L, 73L)",719.070326201,14,1,0.0710610747319,185
1924,203,340,94,"(286L, 58L, 109L, 72L)",720.245231608,14,1,0.0715031582145,186
1925,204,340,95,"(286L, 59L, 108L, 73L)",721.247584321,14,1,0.0718803150272,187
1926,205,340,95,"(287L, 59L, 107L, 73L)",707.871065808,14,1,0.0668471116243,188
1927,206,341,96,"(287L, 61L, 109L, 71L)",716.322510823,14,1,0.0700271499702,189
1928,207,343,100,"(289L, 63L, 108L, 75L)",719.985322723,14,1,0.0714053618948,190
1929,208,346,99,"(293L, 63L, 106L, 73L)",719.404020637,14,1,0.0711866344556,191
1930,209,349,100,"(297L, 62L, 104L, 76L)",719.042459479,14,1,0.0710505892768,192
1931,210,351,99,"(299L, 63L, 104L, 73L)",731.433273056,14,1,0.0757128999524,193
1932,211,352,98,"(302L, 60L, 101L, 77L)",734.195054438,14,1,0.0767520797238,194
1933,212,354,102,"(303L, 64L, 102L, 77L)",734.577362597,14,1,0.0768959314089,195
1934,213,356,100,"(303L, 64L, 106L, 73L)",742.110712939,14,1,0.0797305168458,196
1935,214,355,99,"(301L, 62L, 109L, 75L)",738.430855897,14,1,0.0783458913195,197
1936,215,353,97,"(300L, 59L, 107L, 76L)",744.710639895,14,1,0.080708795401,198
1937,216,353,97,"(299L, 61L, 108L, 73L)",747.490173631,14,1,0.0817546548782,199
1938,0,277,280,"(237, 242, 81, 76)",1925.99651381,14,2,0.593888499674,-31
1939,1,277,282,"(241L, 248L, 73L, 69L)",2100.07393209,14,2,0.668517069872,-30
1940,2,283,283,"(248L, 250L, 71L, 67L)",2162.83005464,14,2,0.695421189565,-29
1941,3,290,288,"(254L, 253L, 73L, 70L)",2262.29615826,14,2,0.738063211541,-28
1942,4,295,293,"(259L, 258L, 72L, 70L)",2292.36173306,14,2,0.750952596517,-27
1943,5,306,300,"(267L, 265L, 78L, 71L)",2265.33468505,14,2,0.739365855573,-26
1944,6,314,300,"(273L, 265L, 82L, 71L)",2236.60822189,14,2,0.727050559922,-25
1945,7,322,301,"(281L, 268L, 83L, 67L)",2311.57271401,14,2,0.759188518524,-24
1946,8,331,302,"(289L, 270L, 84L, 65L)",2407.40436867,14,2,0.800272419228,-23
1947,9,335,300,"(294L, 269L, 83L, 63L)",2411.17414861,14,2,0.801888558122,-22
1948,10,348,295,"(306L, 264L, 84L, 63L)",2415.61090366,14,2,0.803790635308,-21
1949,11,355,293,"(315L, 261L, 81L, 64L)",2425.92810127,14,2,0.808213711624,-20
1950,12,360,289,"(320L, 257L, 80L, 65L)",2407.9726819,14,2,0.80051606027,-19
1951,13,359,282,"(318L, 248L, 82L, 69L)",2315.08351229,14,2,0.760693629632,-18
1952,14,355,276,"(314L, 242L, 83L, 69L)",2432.97828652,14,2,0.811236190074,-17
1953,15,341,275,"(300L, 241L, 83L, 69L)",2517.26973831,14,2,0.847372700996,-16
1954,16,324,280,"(286L, 244L, 77L, 72L)",2559.08393502,14,2,0.865298826882,-15
1955,17,322,285,"(284L, 248L, 77L, 74L)",2520.37895717,14,2,0.848705651358,-14
1956,18,317,291,"(280L, 252L, 75L, 78L)",2550.5602143,14,2,0.861644630398,-13
1957,19,314,291,"(277L, 251L, 74L, 81L)",2518.36543323,14,2,0.847842435359,-12
1958,20,325,307,"(283L, 271L, 85L, 72L)",2583.54564509,14,2,0.875785784151,-11
1959,21,331,318,"(286L, 282L, 90L, 72L)",2525.67014428,14,2,0.850974031328,-10
1960,22,332,325,"(287L, 290L, 90L, 71L)",2532.97048885,14,2,0.854103755346,-9
1961,23,333,317,"(289L, 283L, 88L, 69L)",2704.8872585,14,2,0.927806035852,-8
1962,24,326,318,"(284L, 285L, 85L, 67L)",2813.59974026,14,2,0.974412064116,-7
1963,25,318,320,"(274L, 287L, 89L, 67L)",2770.37890724,14,2,0.955882900468,-6
1964,26,312,327,"(268L, 293L, 89L, 68L)",2820.14763158,14,2,0.977219204593,-5
1965,27,305,331,"(260L, 300L, 91L, 62L)",2873.28575335,14,2,1.0,-4
1966,28,302,335,"(257L, 305L, 91L, 60L)",2843.93773383,14,2,0.987418237492,-3
1967,29,304,337,"(257L, 307L, 94L, 61L)",2822.87413837,14,2,0.978388082817,-2
1968,30,305,341,"(257L, 309L, 96L, 64L)",2756.62549065,14,2,0.949986685865,-1
1969,31,298,341,"(249L, 310L, 99L, 63L)",2702.34074733,14,2,0.926714323387,0
1970,32,298,343,"(249L, 313L, 99L, 61L)",2701.03859174,14,2,0.926156077459,1
1971,33,296,347,"(247L, 316L, 99L, 63L)",2693.85189213,14,2,0.923075074065,2
1972,34,301,347,"(251L, 313L, 101L, 69L)",2654.22109491,14,2,0.906084991367,3
1973,35,305,353,"(256L, 318L, 99L, 70L)",2634.48540941,14,2,0.897624123753,4
1974,36,307,352,"(259L, 318L, 96L, 69L)",2598.23021744,14,2,0.882081193685,5
1975,37,310,353,"(265L, 318L, 90L, 71L)",2600.05336875,14,2,0.88286279521,6
1976,38,303,353,"(259L, 320L, 88L, 67L)",2600.34635553,14,2,0.882988401304,7
1977,39,305,352,"(263L, 320L, 84L, 64L)",2660.18596491,14,2,0.908642185312,8
1978,40,309,343,"(267L, 313L, 85L, 61L)",2565.20435374,14,2,0.867922705975,9
1979,41,309,346,"(268L, 315L, 83L, 62L)",2515.10866497,14,2,0.846446229228,10
1980,42,313,341,"(271L, 310L, 85L, 63L)",2355.49636999,14,2,0.778018988761,11
1981,43,321,342,"(279L, 310L, 85L, 64L)",2318.05684969,14,2,0.761968326382,12
1982,44,325,341,"(285L, 308L, 81L, 66L)",2241.59236384,14,2,0.729187306841,13
1983,45,324,347,"(284L, 316L, 81L, 63L)",2282.60496014,14,2,0.746769779355,14
1984,46,329,349,"(286L, 318L, 86L, 62L)",2155.90203562,14,2,0.69245108489,15
1985,47,327,353,"(284L, 321L, 86L, 64L)",2166.42911513,14,2,0.696964139482,16
1986,48,329,353,"(287L, 320L, 85L, 67L)",2098.74482388,14,2,0.66794726911,17
1987,49,329,353,"(285L, 321L, 88L, 65L)",2072.23354143,14,2,0.656581641548,18
1988,50,330,355,"(285L, 322L, 90L, 66L)",1955.53643617,14,2,0.606552532673,19
1989,51,326,359,"(280L, 326L, 93L, 67L)",1867.56440095,14,2,0.568838122208,20
1990,52,324,360,"(277L, 329L, 95L, 62L)",1799.27521062,14,2,0.539561926106,21
1991,53,321,361,"(276L, 330L, 91L, 63L)",1810.86920173,14,2,0.54453237539,22
1992,54,322,358,"(276L, 328L, 93L, 61L)",1741.96433396,14,2,0.514992232783,23
1993,55,320,361,"(275L, 330L, 91L, 63L)",1656.76157851,14,2,0.478465037705,24
1994,56,322,361,"(280L, 327L, 85L, 68L)",1702.97381019,14,2,0.498276641128,25
1995,57,326,352,"(282L, 319L, 89L, 66L)",1573.09677419,14,2,0.442597176244,26
1996,58,323,350,"(275L, 321L, 96L, 58L)",1450.51560062,14,2,0.390045513846,27
1997,59,321,351,"(274L, 322L, 95L, 58L)",1385.68741355,14,2,0.362253081276,28
1998,60,315,353,"(268L, 324L, 95L, 58L)",1339.53877888,14,2,0.342468742465,29
1999,61,316,354,"(267L, 327L, 99L, 55L)",1298.3908303,14,2,0.324828243204,30
2000,62,317,353,"(267L, 326L, 100L, 55L)",1241.03956344,14,2,0.30024123423,31
2001,63,315,352,"(265L, 322L, 101L, 61L)",1196.47200419,14,2,0.281134716814,32
2002,64,312,351,"(262L, 321L, 101L, 61L)",1139.88360575,14,2,0.256874756463,33
2003,65,312,348,"(263L, 316L, 99L, 65L)",1092.71722303,14,2,0.236654099825,34
2004,66,311,347,"(259L, 316L, 104L, 63L)",1036.55852686,14,2,0.21257835674,35
2005,67,312,344,"(258L, 313L, 109L, 62L)",980.758891556,14,2,0.18865654631,36
2006,68,316,345,"(261L, 315L, 111L, 60L)",955.160897017,14,2,0.177682453569,37
2007,69,317,345,"(262L, 317L, 111L, 56L)",925.857302617,14,2,0.165119736513,38
2008,70,322,343,"(266L, 314L, 112L, 59L)",895.639872747,14,2,0.152165249891,39
2009,71,322,342,"(267L, 311L, 111L, 62L)",863.545454545,14,2,0.138406081325,40
2010,72,329,343,"(275L, 313L, 109L, 61L)",851.801784973,14,2,0.133371463522,41
2011,73,323,348,"(268L, 319L, 111L, 58L)",853.915713028,14,2,0.134277723678,42
2012,74,317,352,"(262L, 322L, 111L, 60L)",833.660377358,14,2,0.125594077317,43
2013,75,310,354,"(255L, 325L, 110L, 58L)",835.277028521,14,2,0.126287150353,44
2014,76,310,354,"(253L, 326L, 114L, 56L)",829.974955674,14,2,0.124014103569,45
2015,77,306,354,"(248L, 326L, 117L, 56L)",803.241859421,14,2,0.112553382414,46
2016,78,309,355,"(253L, 327L, 113L, 56L)",801.431539188,14,2,0.111777281689,47
2017,79,324,355,"(281L, 327L, 87L, 56L)",796.309446254,14,2,0.109581393929,48
2018,80,323,354,"(285L, 327L, 77L, 54L)",782.035714286,14,2,0.103462115399,49
2019,81,324,352,"(284L, 325L, 81L, 55L)",759.558189655,14,2,0.093825796448,50
2020,82,323,351,"(283L, 324L, 80L, 54L)",783.198357549,14,2,0.103960551125,51
2021,83,325,350,"(290L, 324L, 71L, 52L)",794.911752745,14,2,0.108982190028,52
2022,84,327,353,"(293L, 329L, 69L, 49L)",784.090497738,14,2,0.104343019727,53
2023,85,327,353,"(293L, 329L, 69L, 49L)",724.967823027,14,2,0.0789965921226,54
2024,86,325,352,"(289L, 327L, 72L, 50L)",747.599260173,14,2,0.0886988947671,55
2025,87,328,354,"(291L, 331L, 75L, 46L)",711.195870206,14,2,0.073092430871,56
2026,88,327,355,"(293L, 335L, 68L, 41L)",737.087778528,14,2,0.0841925271202,57
2027,89,329,356,"(295L, 336L, 69L, 41L)",723.790986791,14,2,0.0784920717403,58
2028,90,327,355,"(291L, 331L, 72L, 48L)",695.494743758,14,2,0.066361215364,59
2029,91,330,354,"(295L, 331L, 71L, 47L)",676.824671259,14,2,0.0583571857208,60
2030,92,328,355,"(291L, 330L, 75L, 51L)",664.249005117,14,2,0.0529658834327,61
2031,93,326,355,"(286L, 328L, 81L, 54L)",649.886147186,14,2,0.0468083957937,62
2032,94,326,356,"(288L, 331L, 77L, 51L)",644.949266247,14,2,0.0446919100982,63
2033,95,324,354,"(285L, 325L, 78L, 58L)",643.613327076,14,2,0.0441191808426,64
2034,96,323,357,"(285L, 331L, 77L, 52L)",635.049686661,14,2,0.0404478704208,65
2035,97,325,355,"(286L, 327L, 78L, 56L)",631.834879406,14,2,0.0390696533538,66
2036,98,324,355,"(284L, 327L, 81L, 57L)",627.564835165,14,2,0.0372390466067,67
2037,99,325,352,"(284L, 324L, 82L, 57L)",629.619472315,14,2,0.0381198882134,68
2038,100,322,346,"(276L, 318L, 93L, 56L)",627.219152157,14,2,0.0370908491619,69
2039,101,319,347,"(271L, 315L, 97L, 65L)",618.848769699,14,2,0.0335023901815,70
2040,102,313,345,"(257L, 310L, 112L, 70L)",595.966779917,14,2,0.0236926733466,71
2041,103,313,342,"(254L, 308L, 119L, 69L)",582.060211946,14,2,0.0177308013572,72
2042,104,316,337,"(255L, 302L, 122L, 71L)",578.124089902,14,2,0.0160433500887,73
2043,105,316,333,"(256L, 297L, 121L, 73L)",583.751059667,14,2,0.0184556831317,74
2044,106,311,329,"(252L, 292L, 119L, 74L)",581.910170035,14,2,0.0176664770273,75
2045,107,310,325,"(252L, 288L, 117L, 74L)",576.419112851,14,2,0.0153124109422,76
2046,108,307,320,"(247L, 283L, 121L, 74L)",577.66573679,14,2,0.015846849947,77
2047,109,305,318,"(245L, 282L, 120L, 72L)",574.40926893,14,2,0.0144507725997,78
2048,110,299,313,"(240L, 277L, 118L, 72L)",576.492433062,14,2,0.0153438439826,79
2049,111,295,308,"(235L, 272L, 121L, 73L)",561.517732794,14,2,0.0089240539765,80
2050,112,293,304,"(233L, 266L, 120L, 76L)",549.424437805,14,2,0.00373954858278,81
2051,113,293,298,"(234L, 258L, 118L, 80L)",542.367486339,14,2,0.000714169397714,82
2052,114,291,291,"(233L, 251L, 116L, 80L)",541.667212871,14,2,0.000413955801951,83
2053,115,288,286,"(229L, 247L, 118L, 79L)",540.701626138,14,2,0.0,84
2054,116,290,283,"(231L, 245L, 119L, 77L)",547.128221245,14,2,0.00275513968906,85
2055,117,288,283,"(229L, 245L, 119L, 76L)",547.611424984,14,2,0.0029622935208,86
2056,118,284,282,"(226L, 244L, 117L, 76L)",548.743191894,14,2,0.00344749227359,87
2057,119,283,280,"(227L, 243L, 113L, 75L)",556.335904746,14,2,0.00670255723084,88
2058,120,283,280,"(227L, 243L, 113L, 75L)",557.212167689,14,2,0.00707821911287,89
2059,121,288,281,"(234L, 244L, 109L, 74L)",563.462431814,14,2,0.00975776410853,90
2060,122,286,279,"(233L, 242L, 107L, 74L)",566.559671501,14,2,0.0110855788916,91
2061,123,288,276,"(237L, 240L, 102L, 73L)",574.255939124,14,2,0.0143850387195,92
2062,124,286,276,"(233L, 239L, 106L, 74L)",572.190281139,14,2,0.0134994723811,93
2063,125,288,276,"(235L, 239L, 107L, 75L)",567.604511808,14,2,0.0115335114206,94
2064,126,292,277,"(238L, 241L, 108L, 73L)",569.994767232,14,2,0.0125582356292,95
2065,127,297,279,"(246L, 241L, 103L, 76L)",566.281294201,14,2,0.0109662360148,96
2066,128,299,279,"(248L, 242L, 102L, 74L)",570.580302182,14,2,0.0128092597803,97
2067,129,297,278,"(245L, 241L, 105L, 75L)",567.267222222,14,2,0.0113889123118,98
2068,130,297,278,"(243L, 241L, 108L, 74L)",571.174046076,14,2,0.01306380318,99
2069,131,298,279,"(244L, 242L, 108L, 74L)",571.96227758,14,2,0.0134017251845,100
2070,132,297,278,"(243L, 242L, 108L, 73L)",580.797640988,14,2,0.0171895257206,101
2071,133,297,278,"(242L, 242L, 110L, 73L)",579.063238234,14,2,0.016445971508,102
2072,134,294,278,"(239L, 241L, 111L, 74L)",578.352335287,14,2,0.0161412009582,103
2073,135,296,276,"(241L, 240L, 110L, 73L)",585.077664504,14,2,0.0190244106735,104
2074,136,298,278,"(243L, 242L, 111L, 73L)",587.606359241,14,2,0.0201084850731,105
2075,137,298,278,"(243L, 242L, 110L, 73L)",591.709388972,14,2,0.0218674911824,106
2076,138,296,278,"(242L, 242L, 109L, 73L)",586.459782609,14,2,0.0196169372574,107
2077,139,297,275,"(243L, 240L, 109L, 71L)",557.690657045,14,2,0.00728335184547,108
2078,140,298,282,"(245L, 245L, 107L, 75L)",576.821930825,14,2,0.0154851026661,109
2079,141,301,284,"(247L, 248L, 109L, 72L)",586.791501416,14,2,0.019759148123,110
2080,142,299,286,"(248L, 250L, 103L, 73L)",602.578534572,14,2,0.0265271926154,111
2081,143,297,285,"(245L, 250L, 105L, 70L)",610.237396299,14,2,0.029810616196,112
2082,144,297,286,"(246L, 250L, 103L, 73L)",602.398269269,14,2,0.0264499112431,113
2083,145,300,282,"(252L, 248L, 97L, 68L)",617.910128388,14,2,0.0330999861269,114
2084,146,296,287,"(246L, 252L, 100L, 71L)",606.360068625,14,2,0.0281483706083,115
2085,147,297,286,"(246L, 249L, 103L, 74L)",596.911018711,14,2,0.0240974770932,116
2086,148,298,288,"(246L, 249L, 104L, 78L)",567.823142909,14,2,0.0116272405592,117
2087,149,298,291,"(244L, 254L, 108L, 75L)",570.153916713,14,2,0.0126264644569,118
2088,150,296,290,"(244L, 253L, 104L, 75L)",572.180961183,14,2,0.0134954768311,119
2089,151,295,289,"(242L, 253L, 106L, 73L)",582.372685646,14,2,0.0178647616703,120
2090,152,299,290,"(251L, 251L, 97L, 79L)",575.380411361,14,2,0.0148671101802,121
2091,153,294,292,"(240L, 252L, 108L, 81L)",567.199726869,14,2,0.011359976441,122
2092,154,289,293,"(235L, 254L, 109L, 79L)",569.926122729,14,2,0.0125288071073,123
2093,155,290,297,"(236L, 257L, 108L, 81L)",553.102351548,14,2,0.00531630360755,124
2094,156,293,304,"(239L, 263L, 108L, 83L)",559.859008264,14,2,0.00821294370626,125
2095,157,293,309,"(238L, 269L, 111L, 80L)",561.186300033,14,2,0.00878196574178,126
2096,158,295,309,"(240L, 270L, 111L, 79L)",559.584896428,14,2,0.00809542947247,127
2097,159,299,310,"(244L, 271L, 110L, 79L)",566.068588469,14,2,0.0108750471358,128
2098,160,300,305,"(245L, 267L, 111L, 77L)",562.146261298,14,2,0.00919350985482,129
2099,161,303,304,"(247L, 264L, 112L, 80L)",564.187201056,14,2,0.0100684792647,130
2100,162,304,306,"(250L, 266L, 108L, 80L)",560.072438163,14,2,0.00830444304195,131
2101,163,306,306,"(252L, 268L, 109L, 76L)",568.154640893,14,2,0.0117693567556,132
2102,164,310,305,"(256L, 267L, 109L, 77L)",569.137300148,14,2,0.0121906317029,133
2103,165,312,305,"(259L, 269L, 107L, 72L)",577.853337945,14,2,0.015927276266,134
2104,166,315,303,"(261L, 267L, 108L, 73L)",580.524885281,14,2,0.0170725928718,135
2105,167,317,305,"(262L, 268L, 111L, 74L)",576.316547954,14,2,0.0152684404396,136
2106,168,319,302,"(263L, 265L, 113L, 74L)",584.033183258,14,2,0.0185766320774,137
2107,169,322,302,"(267L, 266L, 110L, 72L)",590.127180356,14,2,0.021189183979,138
2108,170,322,299,"(266L, 262L, 113L, 75L)",587.321551301,14,2,0.0199863853224,139
2109,171,322,297,"(266L, 260L, 112L, 75L)",590.826072715,14,2,0.021488805481,140
2110,172,330,294,"(273L, 257L, 115L, 75L)",594.556789919,14,2,0.0230881978287,141
2111,173,333,289,"(278L, 251L, 111L, 77L)",596.603408339,14,2,0.0239656017329,142
2112,174,333,290,"(277L, 251L, 112L, 78L)",602.47100472,14,2,0.0264810935914,143
2113,175,332,291,"(277L, 251L, 111L, 80L)",604.825234722,14,2,0.0274903733747,144
2114,176,332,279,"(281L, 243L, 103L, 73L)",639.651497006,14,2,0.0424207083098,145
2115,177,331,281,"(278L, 244L, 106L, 74L)",635.681277271,14,2,0.0407186390516,146
2116,178,332,281,"(278L, 243L, 108L, 76L)",632.029128015,14,2,0.0391529294965,147
2117,179,334,284,"(280L, 246L, 109L, 77L)",631.093875319,14,2,0.0387519781717,148
2118,180,332,280,"(279L, 243L, 107L, 75L)",643.951876805,14,2,0.0442643201857,149
2119,181,333,282,"(278L, 248L, 110L, 68L)",650.150494251,14,2,0.046921723781,150
2120,182,333,284,"(278L, 248L, 111L, 72L)",644.28436019,14,2,0.0444068588325,151
2121,183,335,275,"(281L, 242L, 109L, 66L)",662.663714903,14,2,0.0522862551204,152
2122,184,336,269,"(283L, 237L, 106L, 64L)",684.775243526,14,2,0.0617656682593,153
2123,185,335,271,"(280L, 237L, 110L, 69L)",672.723811572,14,2,0.056599109929,154
2124,186,337,268,"(284L, 232L, 106L, 72L)",695.13443911,14,2,0.0662067494889,155
2125,187,339,269,"(285L, 233L, 108L, 72L)",690.879412365,14,2,0.064382580879,156
2126,188,334,272,"(278L, 238L, 112L, 68L)",702.307141396,14,2,0.0692817521017,157
2127,189,337,276,"(281L, 242L, 113L, 68L)",704.5880792,14,2,0.0702596108541,158
2128,190,338,275,"(282L, 244L, 113L, 62L)",720.257585825,14,2,0.0769772706556,159
2129,191,340,279,"(283L, 246L, 114L, 66L)",718.466051417,14,2,0.0762092235842,160
2130,192,337,281,"(280L, 250L, 114L, 62L)",704.416630387,14,2,0.0701861091911,161
2131,193,336,282,"(280L, 246L, 112L, 72L)",693.047533453,14,2,0.0653120740806,162
2132,194,336,282,"(280L, 247L, 112L, 70L)",700.106984255,14,2,0.0683385247537,163
2133,195,334,279,"(280L, 245L, 109L, 68L)",728.245512963,14,2,0.0804017675663,164
2134,196,336,273,"(283L, 237L, 107L, 72L)",722.491873396,14,2,0.0779351300293,165
2135,197,340,269,"(288L, 233L, 104L, 73L)",729.03306314,14,2,0.0807393974799,166
2136,198,337,270,"(284L, 232L, 107L, 76L)",721.41141261,14,2,0.0774719266774,167
2137,199,331,271,"(278L, 234L, 107L, 74L)",726.541107041,14,2,0.0796710732683,168
2138,200,336,273,"(284L, 236L, 105L, 74L)",725.493246009,14,2,0.0792218457271,169
2139,201,337,272,"(284L, 236L, 106L, 73L)",723.813058146,14,2,0.0785015339308,170
2140,202,338,278,"(286L, 242L, 105L, 73L)",724.024020476,14,2,0.0785919753977,171
2141,203,341,281,"(290L, 242L, 102L, 78L)",734.066520176,14,2,0.0828972862254,172
2142,204,343,279,"(297L, 241L, 92L, 76L)",756.452617628,14,2,0.0924944095148,173
2143,205,342,280,"(293L, 243L, 98L, 74L)",741.96212766,14,2,0.086282204862,174
2144,206,341,278,"(293L, 241L, 97L, 75L)",750.148179509,14,2,0.089791639636,175
2145,207,341,276,"(294L, 239L, 94L, 75L)",760.209809853,14,2,0.0941051519449,176
2146,208,338,277,"(291L, 238L, 95L, 78L)",749.836308927,14,2,0.089657937885,177
2147,209,339,280,"(291L, 241L, 97L, 78L)",753.09313921,14,2,0.0910541706063,178
2148,210,339,280,"(293L, 242L, 93L, 76L)",766.251194681,14,2,0.0966951484889,179
2149,211,341,279,"(296L, 240L, 91L, 78L)",781.390020139,14,2,0.103185300454,180
2150,212,339,282,"(295L, 240L, 88L, 84L)",778.074470362,14,2,0.101763894153,181
2151,213,337,280,"(293L, 241L, 88L, 79L)",785.939175932,14,2,0.105135564859,182
2152,214,332,281,"(289L, 242L, 86L, 78L)",806.495664401,14,2,0.11394831816,183
2153,215,334,281,"(292L, 245L, 84L, 73L)",834.778586279,14,2,0.126073463636,184
2154,216,332,284,"(291L, 246L, 82L, 77L)",828.082552982,14,2,0.123202813348,185
2155,22,310,335,"(269, 281, 83, 108)",1056.68409798,15,1,0.630189367751,-42
2156,23,308,332,"(272L, 278L, 73L, 108L)",1079.53278204,15,1,0.64936087596,-41
2157,24,307,330,"(271L, 280L, 72L, 101L)",1106.08942586,15,1,0.671643599702,-40
2158,25,304,334,"(268L, 283L, 72L, 102L)",1098.70306205,15,1,0.66544596775,-39
2159,26,306,336,"(273L, 285L, 66L, 103L)",1124.42660263,15,1,0.687029664565,-38
2160,27,302,343,"(269L, 292L, 67L, 102L)",1126.70298919,15,1,0.688939698572,-37
2161,28,304,344,"(268L, 294L, 73L, 100L)",1130.76226258,15,1,0.692345688731,-36
2162,29,303,347,"(271L, 294L, 65L, 106L)",1143.95756418,15,1,0.703417391259,-35
2163,30,303,348,"(269L, 297L, 68L, 102L)",1162.56655879,15,1,0.71903152868,-34
2164,31,299,347,"(264L, 295L, 70L, 105L)",1156.50738506,15,1,0.713947494145,-33
2165,32,300,351,"(265L, 298L, 70L, 106L)",1156.09629012,15,1,0.713602559178,-32
2166,33,295,351,"(261L, 297L, 68L, 109L)",1163.15706806,15,1,0.71952700375,-31
2167,34,295,351,"(260L, 300L, 70L, 103L)",1157.26969022,15,1,0.714587116958,-30
2168,35,295,353,"(259L, 301L, 73L, 104L)",1173.34834464,15,1,0.728078137026,-29
2169,36,303,355,"(267L, 303L, 73L, 105L)",1167.54140766,15,1,0.723205745263,-28
2170,37,299,357,"(264L, 306L, 71L, 103L)",1175.36620004,15,1,0.729771246844,-27
2171,38,301,357,"(265L, 305L, 72L, 105L)",1180.89648836,15,1,0.734411512676,-26
2172,39,299,357,"(263L, 304L, 73L, 106L)",1171.73991853,15,1,0.726728564584,-25
2173,40,298,353,"(260L, 302L, 76L, 103L)",1178.74969672,15,1,0.7326102171,-24
2174,41,299,349,"(259L, 297L, 80L, 104L)",1178.48900545,15,1,0.732391480435,-23
2175,42,298,346,"(258L, 293L, 80L, 107L)",1197.68144499,15,1,0.748495165498,-22
2176,43,298,344,"(256L, 291L, 85L, 107L)",1178.06779328,15,1,0.732038056469,-21
2177,44,297,342,"(254L, 288L, 86L, 108L)",1171.808894,15,1,0.726786439415,-20
2178,45,297,342,"(253L, 290L, 89L, 105L)",1193.79464642,15,1,0.745233892751,-19
2179,46,298,343,"(256L, 292L, 84L, 103L)",1214.16012333,15,1,0.762321831232,-18
2180,47,294,341,"(254L, 289L, 80L, 104L)",1229.30786563,15,1,0.775031756452,-17
2181,48,296,339,"(259L, 286L, 74L, 107L)",1239.22261484,15,1,0.783350865569,-16
2182,49,293,343,"(255L, 290L, 76L, 106L)",1244.26958291,15,1,0.787585594777,-15
2183,50,291,343,"(252L, 288L, 78L, 110L)",1239.16163376,15,1,0.783299698539,-14
2184,51,286,342,"(250L, 286L, 73L, 112L)",1253.98566725,15,1,0.79573801135,-13
2185,52,289,342,"(251L, 288L, 77L, 109L)",1265.7155642,15,1,0.80558014559,-12
2186,53,287,342,"(247L, 288L, 80L, 108L)",1280.09400545,15,1,0.817644577993,-11
2187,54,283,344,"(241L, 288L, 84L, 112L)",1296.29805862,15,1,0.831240815638,-10
2188,55,284,343,"(240L, 288L, 89L, 111L)",1318.49560061,15,1,0.849865973975,-9
2189,56,286,345,"(242L, 290L, 88L, 110L)",1332.28980527,15,1,0.861440194489,-8
2190,57,285,345,"(245L, 288L, 81L, 114L)",1348.1744012,15,1,0.874768387061,-7
2191,58,290,343,"(249L, 286L, 82L, 114L)",1381.59145032,15,1,0.902807429914,-6
