,z,x_col,y_row,track_window,cyd1_mean_intensity,Sample_Number,Label,norm_mean_inten,offset_z
630,63,182,277,"(134L, 231L, 97L, 92L)",1149.36066462,8,1,0.565341582426,2
631,64,181,278,"(131L, 233L, 101L, 91L)",1145.92827311,8,1,0.562870444153,3
632,65,179,281,"(128L, 236L, 103L, 90L)",1131.20680247,8,1,0.552271772822,4
633,66,178,281,"(126L, 237L, 104L, 89L)",1115.08663004,8,1,0.540666111016,5
634,67,179,282,"(129L, 240L, 101L, 85L)",1119.98021084,8,1,0.54418922741,6
635,68,176,282,"(126L, 238L, 100L, 89L)",1112.85341592,8,1,0.539058316314,7
636,69,177,286,"(129L, 240L, 96L, 93L)",1075.82605477,8,1,0.512400597071,8
637,70,177,289,"(130L, 240L, 94L, 98L)",1036.5354564,8,1,0.48411346809,9
638,71,175,289,"(129L, 242L, 92L, 94L)",1005.360212,8,1,0.461668959844,10
639,72,174,289,"(128L, 242L, 92L, 94L)",992.004012994,8,1,0.452053211049,11
640,73,176,286,"(127L, 241L, 98L, 91L)",959.46073398,8,1,0.428623791061,12
641,74,175,285,"(127L, 238L, 96L, 94L)",948.334832779,8,1,0.420613737377,13
642,75,173,286,"(127L, 239L, 92L, 94L)",921.557968205,8,1,0.401335827311,14
643,76,170,282,"(124L, 235L, 92L, 95L)",892.962615031,8,1,0.380748702734,15
644,77,170,281,"(125L, 233L, 90L, 97L)",860.092620201,8,1,0.357084064837,16
645,78,169,283,"(123L, 236L, 93L, 95L)",827.595896684,8,1,0.333688162317,17
646,79,172,284,"(126L, 237L, 92L, 95L)",797.731945701,8,1,0.312187715181,18
647,80,171,283,"(125L, 235L, 92L, 97L)",759.44199095,8,1,0.284620996081,19
648,81,167,280,"(123L, 230L, 89L, 100L)",746.351491338,8,1,0.275196536637,20
649,82,163,279,"(119L, 227L, 89L, 104L)",708.411734254,8,1,0.247881941123,21
650,83,163,277,"(118L, 226L, 90L, 103L)",683.168118467,8,1,0.229707888164,22
651,84,165,276,"(121L, 225L, 88L, 103L)",657.146636694,8,1,0.210973813306,23
652,85,164,275,"(121L, 222L, 86L, 106L)",623.173867957,8,1,0.186515237189,24
653,86,161,275,"(118L, 223L, 86L, 104L)",611.658422691,8,1,0.178224732616,25
654,87,156,273,"(113L, 221L, 87L, 105L)",547.688096862,8,1,0.132169520111,26
655,88,155,273,"(112L, 220L, 87L, 106L)",543.136716813,8,1,0.128892769952,27
656,89,156,274,"(113L, 223L, 87L, 103L)",546.27532291,8,1,0.131152398442,28
657,90,156,276,"(111L, 226L, 90L, 101L)",540.756881518,8,1,0.127179415849,29
658,91,156,275,"(112L, 223L, 88L, 104L)",529.551400273,8,1,0.11911206879,30
659,92,156,276,"(111L, 225L, 91L, 102L)",522.060585198,8,1,0.113719082657,31
660,93,157,275,"(109L, 225L, 96L, 101L)",509.573951435,8,1,0.10472937432,32
661,94,157,278,"(109L, 227L, 96L, 102L)",495.642615749,8,1,0.0946995578824,33
662,95,161,280,"(114L, 230L, 95L, 100L)",486.71024076,8,1,0.0882687257276,34
663,96,168,280,"(122L, 228L, 92L, 105L)",479.224844935,8,1,0.0828796411648,35
664,97,171,280,"(124L, 228L, 94L, 105L)",469.241247834,8,1,0.0756919853246,36
665,98,175,282,"(130L, 229L, 91L, 106L)",456.906135929,8,1,0.0668113646201,37
666,99,175,280,"(129L, 228L, 93L, 105L)",450.70455718,8,1,0.062346559674,38
667,100,175,280,"(128L, 228L, 94L, 105L)",447.228970332,8,1,0.0598443230698,39
668,101,178,279,"(133L, 225L, 91L, 108L)",442.239196159,8,1,0.0562519525933,40
669,102,180,279,"(133L, 224L, 95L, 111L)",431.636982713,8,1,0.0486189260781,41
670,103,179,280,"(131L, 225L, 96L, 110L)",420.775531011,8,1,0.0407992618856,42
671,104,179,277,"(130L, 223L, 99L, 108L)",413.558937279,8,1,0.0356037004504,43
672,105,180,275,"(129L, 221L, 102L, 109L)",404.05971118,8,1,0.0287647658197,44
673,106,181,276,"(131L, 222L, 101L, 108L)",398.906300225,8,1,0.0250545856141,45
674,107,183,276,"(132L, 222L, 103L, 108L)",393.447706713,8,1,0.021124690293,46
675,108,185,277,"(134L, 223L, 103L, 109L)",388.618838992,8,1,0.0176481638542,47
676,109,186,280,"(134L, 226L, 105L, 108L)",386.968132569,8,1,0.0164597435336,48
677,110,189,283,"(138L, 229L, 102L, 108L)",380.520816459,8,1,0.0118180208337,49
678,111,187,287,"(135L, 235L, 105L, 105L)",378.662304088,8,1,0.0104799913478,50
679,112,191,289,"(141L, 236L, 101L, 107L)",373.02418709,8,1,0.00642084872004,51
680,113,191,290,"(141L, 236L, 101L, 108L)",367.812819693,8,1,0.00266894297667,52
681,114,188,290,"(136L, 237L, 104L, 107L)",364.105679012,8,1,0.0,53
682,115,188,292,"(136L, 241L, 105L, 102L)",367.103362184,8,1,0.00215817152237,54
683,116,187,294,"(136L, 246L, 103L, 96L)",370.669086612,8,1,0.00472530236195,55
684,117,187,298,"(138L, 255L, 98L, 87L)",376.331846068,8,1,0.00880218624136,56
685,31,268,330,"(225, 290, 87, 80)",1766.78502832,8,2,1.0,-30
686,32,264,335,"(218L, 295L, 93L, 81L)",1573.56756757,8,2,0.87043711752,-29
687,33,266,337,"(223L, 298L, 86L, 79L)",1508.22064965,8,2,0.826618432534,-28
688,34,270,339,"(229L, 299L, 82L, 80L)",1434.02014052,8,2,0.776862930066,-27
689,35,272,333,"(232L, 293L, 81L, 81L)",1360.58157477,8,2,0.727618352342,-26
690,36,272,329,"(234L, 287L, 76L, 84L)",1298.2820394,8,2,0.685843104141,-25
691,37,267,330,"(233L, 285L, 68L, 90L)",1232.75778547,8,2,0.641905505651,-24
692,38,267,326,"(234L, 282L, 66L, 89L)",1155.20806151,8,2,0.589904171339,-23
693,39,264,322,"(228L, 276L, 73L, 92L)",1095.7714485,8,2,0.550048669272,-22
694,40,264,322,"(228L, 276L, 73L, 93L)",1061.13149571,8,2,0.526820685033,-21
695,41,264,322,"(231L, 276L, 67L, 93L)",1027.88408107,8,2,0.504526473847,-20
696,42,266,325,"(230L, 278L, 72L, 95L)",993.551739419,8,2,0.481504759713,-19
697,43,263,325,"(228L, 279L, 71L, 93L)",972.202418271,8,2,0.467188871407,-18
698,44,263,323,"(225L, 275L, 76L, 97L)",957.880680546,8,2,0.457585362414,-17
699,45,263,323,"(225L, 275L, 76L, 97L)",934.480859637,8,2,0.441894501792,-16
700,46,263,323,"(225L, 275L, 76L, 97L)",918.117080815,8,2,0.43092169248,-15
701,47,264,326,"(226L, 275L, 77L, 103L)",900.12211094,8,2,0.41885508029,-14
702,48,262,323,"(223L, 270L, 78L, 107L)",895.0,8,2,0.415420424565,-13
703,49,257,322,"(218L, 267L, 78L, 110L)",899.443845117,8,2,0.418400265933,-12
704,50,252,323,"(212L, 268L, 80L, 111L)",905.402703732,8,2,0.422396006771,-11
705,51,252,323,"(213L, 267L, 78L, 113L)",904.340725029,8,2,0.421683891927,-10
706,52,251,327,"(212L, 272L, 78L, 110L)",913.653328203,8,2,0.427928502047,-9
707,53,247,327,"(207L, 270L, 81L, 115L)",913.860465116,8,2,0.428067398684,-8
708,54,247,327,"(207L, 271L, 80L, 112L)",920.460628466,8,2,0.432493169445,-7
709,55,250,326,"(206L, 272L, 89L, 109L)",934.541449814,8,2,0.441935130821,-6
710,56,250,327,"(207L, 273L, 87L, 109L)",936.433726068,8,2,0.443204005616,-5
711,57,253,328,"(208L, 276L, 90L, 105L)",929.471045965,8,2,0.43853514753,-4
712,58,254,328,"(210L, 271L, 89L, 114L)",935.50621345,8,2,0.442582057642,-3
713,59,256,328,"(209L, 270L, 95L, 116L)",936.545780969,8,2,0.443279144561,-2
714,60,260,333,"(212L, 278L, 97L, 111L)",936.248193196,8,2,0.443079595671,-1
715,61,253,333,"(207L, 276L, 93L, 115L)",951.280886823,8,2,0.453159839507,0
716,62,259,332,"(218L, 272L, 82L, 120L)",945.799093382,8,2,0.449483996979,1
717,63,254,331,"(213L, 271L, 83L, 120L)",952.064424275,8,2,0.453685244253,2
718,64,254,331,"(213L, 271L, 83L, 120L)",932.959423385,8,2,0.440874295514,3
719,65,254,335,"(211L, 275L, 87L, 120L)",952.709850107,8,2,0.454118037598,4
720,66,253,325,"(206L, 277L, 94L, 96L)",967.165654111,8,2,0.463811445368,5
721,67,258,323,"(211L, 276L, 94L, 95L)",996.27011371,8,2,0.483327578455,6
722,68,260,335,"(216L, 276L, 89L, 118L)",999.897560031,8,2,0.485759979748,7
723,69,256,335,"(210L, 279L, 92L, 113L)",1017.92256342,8,2,0.497846731051,8
724,70,254,333,"(210L, 280L, 88L, 106L)",1033.97553758,8,2,0.508611128828,9
725,71,255,337,"(212L, 281L, 86L, 112L)",1028.62251392,8,2,0.505021633487,10
726,72,254,340,"(210L, 283L, 88L, 114L)",1030.11929081,8,2,0.506025304309,11
727,73,252,336,"(208L, 281L, 88L, 111L)",1022.21180624,8,2,0.500722903117,12
728,74,250,333,"(206L, 280L, 88L, 107L)",1024.626825,8,2,0.502342305372,13
729,75,251,334,"(208L, 281L, 87L, 107L)",1027.4899786,8,2,0.504262206565,14
730,76,249,335,"(204L, 280L, 90L, 111L)",1032.68273565,8,2,0.507744234374,15
731,77,250,327,"(206L, 280L, 89L, 94L)",1048.5419214,8,2,0.518378686415,16
732,78,251,331,"(206L, 279L, 90L, 104L)",1038.76270846,8,2,0.51182118891,17
733,79,253,329,"(208L, 277L, 90L, 105L)",1033.7333066,8,2,0.508448699696,18
734,80,250,320,"(203L, 277L, 94L, 87L)",1011.45172054,8,2,0.493507676745,19
735,81,252,317,"(208L, 275L, 88L, 84L)",1054.33616451,8,2,0.522264043546,20
736,82,252,311,"(208L, 270L, 88L, 83L)",1056.71985737,8,2,0.523862440071,21
737,83,252,312,"(209L, 269L, 87L, 86L)",1026.28771552,8,2,0.50345602337,22
738,84,256,309,"(211L, 266L, 90L, 86L)",1018.03269398,8,2,0.497920579624,23
739,85,254,306,"(208L, 264L, 93L, 84L)",974.035438816,8,2,0.468418012005,24
740,86,254,306,"(208L, 264L, 93L, 84L)",965.898686679,8,2,0.462961874362,25
741,87,251,302,"(205L, 259L, 92L, 86L)",860.429068577,8,2,0.392238722933,26
742,88,250,301,"(204L, 258L, 93L, 87L)",858.581282775,8,2,0.390999681422,27
743,89,254,304,"(206L, 262L, 96L, 84L)",864.097366321,8,2,0.394698517341,28
744,90,256,304,"(208L, 262L, 97L, 84L)",857.767525464,8,2,0.390454012606,29
745,91,253,311,"(208L, 259L, 91L, 104L)",840.368652157,8,2,0.378787115791,30
746,92,257,310,"(211L, 260L, 92L, 101L)",818.116409015,8,2,0.363865768869,31
747,93,260,310,"(211L, 261L, 98L, 98L)",792.466101695,8,2,0.346665833936,32
748,94,264,304,"(216L, 262L, 96L, 84L)",783.786182363,8,2,0.34084547296,33
749,95,267,303,"(221L, 262L, 93L, 83L)",772.137721134,8,2,0.33303454217,34
750,96,273,308,"(225L, 260L, 96L, 96L)",751.025693539,8,2,0.318877772179,35
751,97,279,304,"(230L, 256L, 99L, 96L)",728.199051268,8,2,0.303571259204,36
752,98,284,303,"(235L, 258L, 99L, 90L)",718.30890538,8,2,0.296939375085,37
753,99,283,307,"(233L, 259L, 101L, 97L)",695.053323725,8,2,0.281345234777,38
754,100,284,304,"(232L, 257L, 104L, 94L)",674.775405787,8,2,0.267747780962,39
755,101,284,304,"(233L, 257L, 102L, 94L)",667.276327633,8,2,0.262719238625,40
756,102,288,304,"(237L, 257L, 102L, 95L)",648.267294459,8,2,0.249972641492,41
757,103,290,304,"(237L, 258L, 106L, 92L)",635.584161996,8,2,0.241467907012,42
758,104,294,305,"(243L, 258L, 102L, 95L)",617.018761062,8,2,0.229018789576,43
759,105,296,303,"(245L, 258L, 102L, 90L)",606.158440629,8,2,0.221736350327,44
760,106,297,305,"(246L, 259L, 103L, 92L)",585.069858156,8,2,0.207595301572,45
761,107,296,304,"(247L, 259L, 99L, 91L)",569.856232295,8,2,0.19739373277,46
762,108,293,306,"(247L, 260L, 93L, 93L)",566.015861306,8,2,0.194818553834,47
763,109,297,310,"(249L, 263L, 97L, 94L)",549.955893119,8,2,0.184049466181,48
764,110,298,313,"(248L, 266L, 100L, 94L)",532.648110969,8,2,0.172443650972,49
765,111,299,312,"(249L, 266L, 101L, 93L)",522.63414186,8,2,0.165728736606,50
766,112,300,313,"(250L, 265L, 101L, 97L)",508.032007233,8,2,0.155937206145,51
767,113,303,314,"(254L, 267L, 98L, 95L)",499.027685493,8,2,0.1498993156,52
768,114,304,312,"(255L, 266L, 98L, 93L)",491.014047574,8,2,0.144525732778,53
769,115,299,312,"(249L, 267L, 100L, 91L)",488.873103187,8,2,0.14309011239,54
770,116,294,309,"(246L, 264L, 97L, 90L)",490.867766952,8,2,0.144427643615,55
771,117,289,308,"(241L, 263L, 96L, 90L)",485.299900299,8,2,0.140694084288,56
772,118,291,309,"(245L, 263L, 93L, 92L)",472.927725356,8,2,0.132397863843,57
773,119,294,308,"(249L, 262L, 90L, 92L)",473.236869421,8,2,0.132605161858,58
774,120,293,306,"(248L, 261L, 91L, 90L)",471.503490586,8,2,0.131442836479,59
775,121,296,302,"(252L, 260L, 88L, 84L)",482.138570774,8,2,0.138574239817,60
776,122,305,302,"(264L, 261L, 83L, 82L)",481.283447266,8,2,0.138000832703,61
777,123,308,300,"(267L, 260L, 83L, 80L)",485.341553637,8,2,0.140722015131,62
778,124,311,296,"(271L, 259L, 80L, 75L)",484.77802916,8,2,0.140344141126,63
779,125,313,294,"(273L, 258L, 81L, 72L)",487.714211886,8,2,0.142313012345,64
780,126,317,290,"(276L, 257L, 83L, 66L)",469.622055397,8,2,0.130181231212,65
781,127,312,287,"(269L, 256L, 87L, 63L)",476.973937972,8,2,0.135111070857,66
782,128,305,282,"(262L, 253L, 86L, 59L)",516.367214131,8,2,0.161526418567,67
783,129,305,282,"(262L, 253L, 86L, 59L)",327.712116517,8,2,0.0350228502737,68
784,130,305,282,"(262L, 253L, 86L, 59L)",309.387976449,8,2,0.0227355114536,69
785,131,305,282,"(262L, 253L, 86L, 59L)",325.272389216,8,2,0.033386879589,70
786,132,305,282,"(262L, 253L, 86L, 59L)",329.37062287,8,2,0.0361349695554,71
787,133,305,282,"(262L, 253L, 86L, 59L)",321.706228695,8,2,0.0309955737792,72
788,134,305,282,"(262L, 253L, 86L, 59L)",342.34397273,8,2,0.0448343106855,73
789,135,305,282,"(262L, 253L, 86L, 59L)",342.334986055,8,2,0.0448282846281,74
790,136,305,282,"(262L, 253L, 86L, 59L)",340.097303998,8,2,0.0433277963372,75
791,137,305,282,"(262L, 253L, 86L, 59L)",361.652618531,8,2,0.0577818144828,76
792,138,302,247,"(269L, 211L, 67L, 73L)",469.635794331,8,2,0.130190443919,77
793,139,302,247,"(269L, 211L, 67L, 73L)",420.975939354,8,2,0.0975613479384,78
794,140,302,247,"(269L, 211L, 67L, 73L)",426.633157548,8,2,0.101354822364,79
795,141,302,247,"(269L, 211L, 67L, 73L)",433.83124588,8,2,0.106181534552,80
796,142,302,247,"(269L, 211L, 67L, 73L)",441.738299275,8,2,0.111483646617,81
797,143,302,247,"(269L, 211L, 67L, 73L)",442.606130521,8,2,0.112065574965,82
798,144,300,263,"(273L, 236L, 54L, 55L)",477.217105263,8,2,0.135274127834,83
799,145,303,269,"(282L, 247L, 43L, 44L)",491.926666667,8,2,0.145137693829,84
800,146,303,267,"(286L, 246L, 34L, 43L)",490.167431193,8,2,0.143958030158,85
801,147,306,267,"(291L, 247L, 30L, 40L)",491.474874372,8,2,0.144834742368,86
802,148,307,265,"(292L, 246L, 30L, 39L)",484.928571429,8,2,0.140445087956,87
803,149,306,265,"(290L, 246L, 32L, 39L)",482.271830986,8,2,0.138663598083,88
804,150,308,264,"(293L, 245L, 31L, 39L)",480.313753582,8,2,0.137350600015,89
805,151,310,264,"(295L, 245L, 31L, 38L)",482.017725258,8,2,0.138493206285,90
806,152,310,263,"(295L, 245L, 30L, 37L)",480.006849315,8,2,0.137144803907,91
807,153,314,261,"(299L, 242L, 31L, 39L)",480.805071315,8,2,0.137680055446,92
808,154,314,257,"(296L, 234L, 37L, 46L)",483.466666667,8,2,0.139464800802,93
809,155,304,252,"(283L, 227L, 42L, 50L)",489.131441374,8,2,0.143263342284,94
810,156,304,252,"(283L, 227L, 42L, 50L)",350.670649739,8,2,0.0504178033498,95
811,157,304,252,"(283L, 227L, 42L, 50L)",275.482449589,8,2,0.0,96
812,158,304,252,"(283L, 227L, 42L, 50L)",286.969380134,8,2,0.00770261562544,97
813,159,304,252,"(283L, 227L, 42L, 50L)",292.398805078,8,2,0.01134334221,98
814,160,304,252,"(283L, 227L, 42L, 50L)",315.355489171,8,2,0.0267370553438,99
815,161,304,252,"(283L, 227L, 42L, 50L)",356.7356236,8,2,0.0544847002677,100
816,162,282,254,"(263L, 226L, 38L, 56L)",499.531112508,8,2,0.150236890967,101
817,163,282,254,"(263L, 226L, 38L, 56L)",474.517913262,8,2,0.133464171867,102
818,164,287,263,"(266L, 241L, 43L, 45L)",491.57123381,8,2,0.144899356645,103
819,165,292,272,"(271L, 251L, 43L, 43L)",476.125087843,8,2,0.134541870386,104
820,166,292,273,"(272L, 253L, 41L, 40L)",461.835236542,8,2,0.124959742986,105
821,167,290,276,"(269L, 255L, 42L, 42L)",449.897613549,8,2,0.116954913408,106
822,168,291,277,"(270L, 257L, 43L, 40L)",434.733794296,8,2,0.106786742662,107
823,169,292,275,"(270L, 256L, 45L, 39L)",418.798360656,8,2,0.0961011622394,108
824,170,292,277,"(270L, 259L, 45L, 36L)",411.763653484,8,2,0.0913840060619,109
825,171,293,277,"(271L, 260L, 44L, 35L)",394.453110492,8,2,0.079776339557,110
826,172,294,277,"(272L, 258L, 45L, 39L)",378.227882038,8,2,0.06889643585,111
827,173,289,269,"(269L, 254L, 41L, 30L)",361.741573034,8,2,0.0578414633454,112
828,174,291,269,"(271L, 256L, 40L, 27L)",371.975165563,8,2,0.0647036472343,113
829,175,292,271,"(273L, 258L, 39L, 26L)",380.446153846,8,2,0.0703839085066,114
830,176,293,271,"(274L, 258L, 39L, 26L)",385.339350181,8,2,0.0736650644599,115
831,177,293,273,"(274L, 259L, 39L, 28L)",387.463286713,8,2,0.075089280151,116
832,178,293,273,"(273L, 259L, 40L, 28L)",386.030959752,8,2,0.0741288265305,117
833,179,295,272,"(275L, 259L, 41L, 26L)",388.121405751,8,2,0.0755305849853,118
834,180,296,273,"(276L, 259L, 41L, 28L)",384.771708683,8,2,0.0732844297684,119
835,181,296,274,"(276L, 260L, 40L, 28L)",388.360902256,8,2,0.0756911804998,120
836,182,296,272,"(276L, 259L, 41L, 27L)",387.890207715,8,2,0.0753755540487,121
837,183,297,273,"(277L, 260L, 41L, 27L)",381.533919598,8,2,0.0711133149781,122
838,184,297,273,"(277L, 259L, 41L, 29L)",381.043580683,8,2,0.0707845158988,123
839,185,298,274,"(278L, 260L, 40L, 28L)",384.216666667,8,2,0.0729122437179,124
840,186,298,273,"(279L, 259L, 39L, 29L)",386.403286979,8,2,0.0743784923136,125
841,187,298,273,"(278L, 259L, 41L, 28L)",389.453760789,8,2,0.0764240019601,126
842,188,299,273,"(279L, 258L, 40L, 30L)",395.069739953,8,2,0.0801898233593,127
843,189,298,272,"(279L, 258L, 39L, 29L)",398.95448799,8,2,0.0827947595356,128
844,190,299,274,"(279L, 260L, 40L, 28L)",399.765498652,8,2,0.0833385865724,129
845,191,298,272,"(278L, 258L, 40L, 29L)",405.773109244,8,2,0.0873670182784,130
846,192,298,273,"(278L, 259L, 40L, 29L)",395.010856454,8,2,0.0801503387503,131
847,193,297,274,"(277L, 260L, 40L, 28L)",389.551122195,8,2,0.0764892881111,132
848,194,296,273,"(277L, 259L, 39L, 29L)",388.77125,8,2,0.0759663411213,133
849,195,295,274,"(276L, 260L, 39L, 28L)",407.252824859,8,2,0.0883592485851,134
850,196,294,274,"(275L, 259L, 39L, 30L)",407.22585034,8,2,0.088341160694,135
851,197,293,274,"(273L, 260L, 40L, 28L)",407.242744063,8,2,0.08835248886,136
852,198,292,274,"(273L, 260L, 39L, 28L)",406.882882883,8,2,0.0881111822429,137
853,199,292,274,"(272L, 260L, 40L, 29L)",405.979112272,8,2,0.0875051545834,138
854,200,291,275,"(272L, 261L, 39L, 28L)",408.767160162,8,2,0.0893746932872,139
855,201,292,275,"(273L, 261L, 38L, 29L)",410.655667145,8,2,0.09064104058,140
856,202,291,275,"(272L, 260L, 39L, 30L)",411.448900388,8,2,0.0911729468843,141
857,203,291,275,"(272L, 262L, 38L, 27L)",407.215608466,8,2,0.0883342929566,142
858,204,290,275,"(272L, 261L, 37L, 28L)",412.497730711,8,2,0.0918762450197,143
859,205,291,275,"(273L, 261L, 37L, 29L)",410.477489768,8,2,0.090521562897,144
860,206,291,275,"(273L, 261L, 37L, 28L)",414.233893557,8,2,0.0930404372307,145
861,207,292,275,"(273L, 261L, 38L, 29L)",415.706849315,8,2,0.094028134683,146
862,208,293,275,"(274L, 261L, 38L, 29L)",413.948,8,2,0.0928487299531,147
863,209,292,275,"(273L, 260L, 39L, 30L)",411.262958281,8,2,0.0910482625244,148
864,210,292,275,"(273L, 260L, 39L, 30L)",414.127686473,8,2,0.0929692195676,149
865,211,292,275,"(273L, 260L, 39L, 30L)",414.545454545,8,2,0.0932493559253,150
866,212,293,275,"(275L, 261L, 37L, 28L)",417.28961039,8,2,0.0950894626101,151
867,213,294,275,"(276L, 260L, 36L, 30L)",417.301173403,8,2,0.0950972162433,152
868,214,294,274,"(275L, 259L, 38L, 30L)",420.582278481,8,2,0.0972973767774,153
869,215,293,275,"(274L, 260L, 39L, 30L)",419.789408867,8,2,0.0967657143064,154
870,216,295,275,"(276L, 260L, 38L, 30L)",416.80375,8,2,0.0947636666271,155
871,0,277,147,"(247, 91, 60, 112)",1069.22014925,9,2,0.438645022449,-17
872,1,264,147,"(229L, 91L, 71L, 113L)",1207.59249381,9,2,0.550253114874,-16
873,2,266,144,"(235L, 85L, 62L, 118L)",1334.22912505,9,2,0.65239543883,-15
874,3,266,152,"(236L, 96L, 60L, 113L)",1393.20446173,9,2,0.699963649428,-14
875,4,268,150,"(241L, 94L, 55L, 113L)",1455.69424995,9,2,0.750366539411,-13
876,5,267,151,"(235L, 96L, 64L, 111L)",1462.58979592,9,2,0.755928335264,-12
877,6,270,151,"(238L, 95L, 64L, 112L)",1493.45209042,9,2,0.780821183817,-11
878,7,271,146,"(242L, 85L, 59L, 122L)",1545.77705882,9,2,0.823025353507,-10
879,8,277,147,"(248L, 89L, 58L, 116L)",1612.21168484,9,2,0.876610062969,-9
880,9,274,147,"(244L, 92L, 61L, 111L)",1663.28779189,9,2,0.917806928533,-8
881,10,274,146,"(247L, 86L, 55L, 120L)",1684.24648179,9,2,0.934711747244,-7
882,11,271,148,"(243L, 91L, 56L, 115L)",1665.49564496,9,2,0.919587734304,-6
883,12,270,147,"(242L, 89L, 57L, 117L)",1683.27453317,9,2,0.933927794851,-5
884,13,270,144,"(241L, 84L, 58L, 121L)",1665.93953858,9,2,0.919945769146,-4
885,14,268,143,"(239L, 81L, 58L, 124L)",1657.32475514,9,2,0.912997274125,-3
886,15,267,146,"(237L, 85L, 61L, 122L)",1758.22800544,9,2,0.994383618498,-2
887,16,268,146,"(239L, 88L, 59L, 117L)",1731.68783576,9,2,0.972976900851,-1
888,17,265,139,"(237L, 75L, 57L, 128L)",1737.37067983,9,2,0.977560557998,0
889,18,263,134,"(233L, 74L, 61L, 121L)",1765.19122701,9,2,1.0,1
890,19,262,138,"(231L, 79L, 63L, 119L)",1680.1093359,9,2,0.931374816284,2
891,20,262,140,"(231L, 78L, 63L, 124L)",1679.91569767,9,2,0.931218631946,3
892,21,264,146,"(232L, 86L, 65L, 121L)",1642.97822794,9,2,0.901425680552,4
893,22,266,151,"(235L, 91L, 63L, 120L)",1594.70189184,9,2,0.862487048709,5
894,23,264,150,"(233L, 90L, 62L, 120L)",1579.24420432,9,2,0.850019217635,6
895,24,267,142,"(235L, 82L, 65L, 121L)",1596.40402381,9,2,0.863859950956,7
896,25,270,141,"(238L, 82L, 64L, 119L)",1542.29548703,9,2,0.820217194207,8
897,26,269,133,"(237L, 73L, 64L, 121L)",1531.99433011,9,2,0.811908507401,9
898,27,270,132,"(238L, 73L, 65L, 119L)",1508.14096016,9,2,0.79266890337,10
899,28,270,129,"(235L, 71L, 70L, 116L)",1488.05932897,9,2,0.776471500937,11
900,29,272,121,"(236L, 63L, 73L, 117L)",1455.77762725,9,2,0.750433789711,12
901,30,274,117,"(240L, 57L, 68L, 120L)",1454.23616309,9,2,0.749190478592,13
902,31,275,119,"(242L, 60L, 67L, 118L)",1452.38313942,9,2,0.747695870417,14
903,32,274,117,"(240L, 59L, 69L, 117L)",1426.41509054,9,2,0.726750612837,15
904,33,276,110,"(241L, 52L, 71L, 117L)",1428.83766361,9,2,0.728704607034,16
905,34,279,106,"(245L, 46L, 69L, 120L)",1432.97881356,9,2,0.732044767586,17
906,35,279,106,"(245L, 46L, 69L, 120L)",1420.56335755,9,2,0.722030733592,18
907,36,279,106,"(245L, 46L, 69L, 120L)",1412.93018563,9,2,0.715873984864,19
908,37,287,104,"(259L, 45L, 57L, 119L)",1467.20958647,9,2,0.759654556801,20
909,38,287,108,"(257L, 48L, 60L, 121L)",1427.72495836,9,2,0.727807123436,21
910,39,284,110,"(254L, 51L, 61L, 119L)",1400.01981155,9,2,0.705460760828,22
911,40,284,110,"(254L, 51L, 61L, 119L)",1344.49045663,9,2,0.660672003394,23
912,41,284,110,"(254L, 51L, 61L, 119L)",1311.86301039,9,2,0.634355422233,24
913,42,284,110,"(254L, 51L, 61L, 119L)",1286.51220101,9,2,0.613908016469,25
914,43,284,110,"(254L, 51L, 61L, 119L)",1229.8750906,9,2,0.568225767794,26
915,44,284,110,"(254L, 51L, 61L, 119L)",1174.56921962,9,2,0.523617267589,27
916,45,290,113,"(258L, 51L, 64L, 124L)",1138.40182551,9,2,0.494445442273,28
917,46,286,114,"(256L, 51L, 60L, 126L)",1105.13380767,9,2,0.467612190131,29
918,47,286,115,"(254L, 52L, 65L, 126L)",1065.26871036,9,2,0.435457878668,30
919,48,286,112,"(254L, 48L, 65L, 129L)",1017.60414866,9,2,0.397012690617,31
920,49,286,112,"(254L, 48L, 65L, 129L)",971.6480121,9,2,0.35994548074,32
921,50,281,114,"(250L, 50L, 63L, 128L)",940.168541805,9,2,0.334554831752,33
922,51,276,118,"(243L, 55L, 66L, 126L)",914.453707767,9,2,0.313813811693,34
923,52,274,121,"(242L, 57L, 65L, 128L)",864.865396562,9,2,0.273816969564,35
924,53,274,123,"(239L, 61L, 70L, 125L)",824.986710284,9,2,0.241651697535,36
925,54,270,120,"(236L, 59L, 68L, 123L)",796.316758358,9,2,0.218527144325,37
926,55,272,119,"(240L, 57L, 65L, 125L)",768.718176191,9,2,0.196266734421,38
927,56,271,119,"(236L, 58L, 71L, 123L)",726.107071113,9,2,0.161897553431,39
928,57,273,123,"(240L, 59L, 67L, 129L)",695.036325197,9,2,0.136836572546,40
929,58,276,120,"(246L, 54L, 61L, 133L)",673.546844375,9,2,0.11950362954,41
930,59,272,120,"(240L, 53L, 64L, 135L)",647.102487562,9,2,0.098174192442,42
931,60,271,116,"(239L, 49L, 65L, 135L)",618.927393365,9,2,0.075448780602,43
932,61,273,117,"(239L, 52L, 69L, 130L)",596.668839635,9,2,0.0574955202887,44
933,62,279,112,"(242L, 48L, 74L, 129L)",581.792566172,9,2,0.0454966450156,45
934,63,275,112,"(239L, 48L, 73L, 128L)",580.784446323,9,2,0.0446835176982,46
